id	alter	zivilstand	geschlecht	pihh	kaufkraft	einkauf
1928	47	Single	Mann	1	mittel	4709
1930	61	Single	Frau	1	hoch	11993
1932	55	Verheiratet	Mann	3	sehr hoch	24326
1933	66	Verheiratet	Mann	4	sehr hoch	28856
1934	35	Single	Frau	1	mittel	4055
1935	63	Konkubinat	Mann	2	mittel	5375
1936	84	Single	Mann	1	sehr hoch	9788
1937	65	Single	Mann	1	mittel	3360
1938	77	Verheiratet	Mann	2	hoch	13189
1939	82	Verheiratet	Mann	3	sehr hoch	20027
1940	52	Verheiratet	Mann	4	tief	2105
1941	86	Verheiratet	Mann	2	hoch	8866
1942	56	Verheiratet	Mann	3	sehr hoch	21138
1943	62	Verheiratet	Mann	3	sehr hoch	13978
1945	78	Konkubinat	Mann	3	mittel	3278
1946	85	Konkubinat	Mann	2	hoch	7348
1947	68	Verheiratet	Mann	1	mittel	5323
1948	50	Verheiratet	Mann	2	hoch	19939
1951	37	Verheiratet	Mann	7	tief	1220
1952	44	Verheiratet	Mann	2	hoch	6812
1953	65	Konkubinat	Mann	3	tief	1978
1954	52	Konkubinat	Mann	4	hoch	12865
1955	62	Konkubinat	Mann	2	sehr hoch	28980
1957	69	Single	Mann	1	sehr hoch	20529
1958	84	Verheiratet	Mann	2	hoch	13472
1959	40	Verheiratet	Frau	4	mittel	7066
1960	83	Verheiratet	Mann	2	mittel	8189
1961	77	Konkubinat	Mann	2	sehr hoch	17791
1962	56	Konkubinat	Frau	3	hoch	13531
1964	81	Verheiratet	Mann	4	sehr hoch	17927
1965	67	Single	Frau	1	hoch	15192
1966	66	Konkubinat	Mann	2	sehr hoch	20672
1967	59	Single	Mann	1	hoch	13106
1970	86	Verheiratet	Mann	3	sehr hoch	17675
1971	36	Single	Frau	1	tief	2148
1972	50	Single	Mann	1	hoch	7310
1973	59	Konkubinat	Mann	3	tief	2493
1974	71	Single	Mann	1	tief	1857
1975	68	Konkubinat	Mann	3	hoch	8677
1976	77	Single	Mann	1	sehr hoch	19218
1978	43	Konkubinat	Mann	8	mittel	3280
1979	48	Verheiratet	Mann	2	sehr hoch	13125
1980	89	Verheiratet	Mann	2	hoch	8033
1981	53	Verheiratet	Mann	2	hoch	15971
1982	87	Verheiratet	Mann	4	mittel	6410
1984	74	Konkubinat	Mann	3	hoch	19013
1985	47	Verheiratet	Mann	3	hoch	15542
1986	83	Single	Mann	1	mittel	8377
1988	66	Single	Frau	1	mittel	3235
1989	63	Single	Frau	1	mittel	4317
1991	81	Konkubinat	Mann	5	hoch	9333
1992	58	Verheiratet	Mann	2	sehr hoch	23063
1993	40	Verheiratet	Mann	3	hoch	12111
1994	80	Verheiratet	Mann	2	mittel	7177
1995	67	Verheiratet	Mann	2	hoch	8254
1996	52	Verheiratet	Mann	2	hoch	8077
1998	47	Konkubinat	Mann	2	hoch	13138
1999	85	Verheiratet	Mann	2	hoch	13302
2000	69	Verheiratet	Mann	3	mittel	3278
2001	64	Verheiratet	Mann	1	tief	2428
2003	69	Single	Frau	1	hoch	7569
2004	75	Verheiratet	Mann	3	sehr hoch	22168
2005	61	Verheiratet	Mann	4	mittel	2001
2006	67	Konkubinat	Frau	2	sehr hoch	22807
2007	55	Konkubinat	Mann	2	hoch	9303
2008	51	Verheiratet	Mann	8	hoch	8745
2009	79	Verheiratet	Frau	1	hoch	11560
2010	41	Verheiratet	Frau	2	hoch	12328
2011	82	Verheiratet	Mann	3	hoch	13408
2012	60	Verheiratet	Mann	4	mittel	6419
2014	80	Konkubinat	Mann	3	hoch	14124
2015	42	Konkubinat	Mann	2	mittel	6606
2016	74	Konkubinat	Frau	2	hoch	10057
2017	40	Single	Frau	1	mittel	6134
2018	43	Verheiratet	Mann	4	hoch	17093
2019	54	Single	Mann	1	mittel	5129
2020	65	Verheiratet	Mann	2	hoch	13929
2021	43	Konkubinat	Frau	3	mittel	5069
2022	70	Verheiratet	Mann	2	sehr hoch	8427
2023	73	Verheiratet	Mann	2	hoch	12093
2024	42	Verheiratet	Mann	5	mittel	4065
2025	56	Konkubinat	Mann	3	hoch	12812
2026	57	Verheiratet	Mann	2	hoch	18594
2027	38	Konkubinat	Mann	2	hoch	6047
2028	68	Konkubinat	Frau	3	hoch	5434
2029	55	Single	Frau	1	sehr hoch	23219
2030	57	Verheiratet	Mann	3	mittel	6291
2031	68	Verheiratet	Mann	2	mittel	6397
2032	53	Single	Mann	1	mittel	6201
2033	63	Verheiratet	Mann	2	hoch	11501
2035	45	Single	Mann	1	mittel	5813
2036	90	Single	Mann	1	mittel	3016
2037	68	Verheiratet	Mann	4	sehr hoch	28002
2038	83	Konkubinat	Mann	2	hoch	5723
2039	68	Single	Frau	1	tief	2272
2040	55	Konkubinat	Mann	2	hoch	17469
2041	60	Verheiratet	Mann	2	mittel	6096
2043	78	Verheiratet	Mann	2	sehr hoch	29996
2044	66	Verheiratet	Mann	2	mittel	8271
2045	35	Konkubinat	Mann	2	mittel	3020
2046	87	Verheiratet	Mann	2	hoch	7916
2047	37	Verheiratet	Mann	4	tief	2986
2050	86	Single	Mann	1	mittel	4571
2051	47	Single	Frau	1	mittel	6517
2052	66	Verheiratet	Mann	4	mittel	4187
2053	49	Single	Frau	1	hoch	18473
2054	81	Konkubinat	Mann	3	hoch	6896
2055	54	Verheiratet	Mann	3	mittel	4319
2056	64	Verheiratet	Mann	3	sehr hoch	24402
2057	52	Konkubinat	Mann	2	hoch	10463
2058	48	Verheiratet	Mann	6	tief	812
2060	65	Konkubinat	Frau	2	mittel	6741
2061	83	Single	Frau	1	mittel	6219
2063	82	Single	Frau	1	sehr hoch	10587
2064	39	Konkubinat	Mann	3	mittel	4825
2065	53	Konkubinat	Mann	2	mittel	7565
2067	56	Verheiratet	Mann	2	hoch	13806
2069	61	Konkubinat	Mann	8	hoch	6610
2070	46	Verheiratet	Mann	6	tief	3040
2072	61	Konkubinat	Mann	2	hoch	9484
2074	59	Konkubinat	Mann	5	hoch	12349
2075	55	Verheiratet	Mann	2	sehr hoch	14932
2076	51	Single	Frau	1	hoch	16647
2077	58	Single	Mann	1	hoch	13742
2078	74	Konkubinat	Mann	2	hoch	14954
2079	80	Verheiratet	Mann	3	sehr hoch	23812
2080	35	Konkubinat	Frau	2	hoch	7965
2081	83	Verheiratet	Mann	4	sehr hoch	27569
2082	85	Verheiratet	Mann	2	hoch	15070
2083	45	Single	Frau	1	mittel	5306
2086	56	Single	Mann	1	mittel	4223
2087	65	Verheiratet	Mann	2	sehr hoch	31728
2088	74	Single	Mann	1	hoch	15566
2089	57	Konkubinat	Mann	3	sehr hoch	18575
2090	58	Single	Mann	1	sehr hoch	14317
2092	50	Konkubinat	Mann	6	mittel	2356
2093	83	Konkubinat	Mann	3	sehr hoch	11222
2094	39	Konkubinat	Mann	3	tief	2070
2095	73	Verheiratet	Mann	4	mittel	3776
2096	77	Single	Mann	1	mittel	4844
2097	56	Single	Mann	1	sehr hoch	14597
2098	61	Verheiratet	Mann	2	tief	2418
2100	47	Konkubinat	Frau	2	hoch	12531
2101	68	Konkubinat	Mann	3	hoch	14239
2102	55	Konkubinat	Mann	2	hoch	1043
2103	60	Single	Frau	1	mittel	4092
2104	49	Single	Mann	1	mittel	3494
2105	64	Verheiratet	Mann	2	sehr hoch	26253
2106	80	Verheiratet	Mann	2	sehr hoch	25871
2107	44	Konkubinat	Mann	3	mittel	5858
2108	62	Verheiratet	Mann	8	tief	2564
2109	56	Verheiratet	Mann	4	hoch	16061
2110	61	Single	Frau	1	mittel	5377
2111	55	Verheiratet	Mann	2	hoch	14820
2113	70	Verheiratet	Mann	1	sehr hoch	23021
2115	42	Verheiratet	Mann	7	tief	2692
2116	81	Single	Frau	1	sehr hoch	25836
2117	78	Single	Mann	1	sehr hoch	12535
2118	71	Verheiratet	Mann	2	sehr hoch	24189
2119	47	Konkubinat	Mann	2	hoch	13058
2120	57	Verheiratet	Mann	3	hoch	10194
2122	53	Single	Mann	1	mittel	5329
2123	45	Verheiratet	Mann	2	hoch	10542
2124	67	Verheiratet	Mann	4	sehr hoch	26778
2125	57	Verheiratet	Mann	2	sehr hoch	11095
2126	64	Verheiratet	Mann	2	hoch	15683
2127	42	Konkubinat	Frau	5	tief	4761
2129	74	Single	Frau	1	mittel	3241
2130	84	Single	Frau	1	mittel	4102
2131	52	Konkubinat	Frau	2	hoch	10599
2133	46	Single	Mann	1	sehr hoch	27336
2134	55	Single	Frau	1	mittel	4167
2136	40	Verheiratet	Mann	4	mittel	6156
2139	82	Verheiratet	Frau	3	sehr hoch	26824
2140	64	Verheiratet	Mann	2	sehr hoch	26257
2141	68	Verheiratet	Mann	2	sehr hoch	24121
2142	59	Verheiratet	Frau	2	hoch	13711
2143	42	Single	Frau	1	mittel	6727
2144	68	Single	Frau	1	sehr hoch	21736
2145	47	Konkubinat	Mann	2	sehr hoch	9388
2147	69	Verheiratet	Mann	4	mittel	6850
2148	68	Konkubinat	Mann	2	sehr hoch	20368
2149	68	Verheiratet	Mann	3	hoch	13370
2152	64	Verheiratet	Mann	2	hoch	14224
2154	60	Verheiratet	Mann	2	mittel	3846
2155	49	Konkubinat	Mann	3	tief	918
2156	43	Verheiratet	Mann	4	mittel	4306
2157	50	Konkubinat	Mann	2	mittel	4756
2158	47	Single	Frau	1	mittel	5173
2161	62	Konkubinat	Mann	2	sehr hoch	23179
2162	86	Single	Mann	1	sehr hoch	21986
2163	90	Konkubinat	Mann	2	hoch	8726
2166	62	Single	Mann	1	hoch	8385
2167	82	Verheiratet	Mann	2	sehr hoch	22628
2169	84	Verheiratet	Frau	2	sehr hoch	14523
2170	80	Verheiratet	Mann	4	hoch	10786
2171	49	Verheiratet	Mann	5	tief	3347
2172	90	Single	Mann	1	hoch	13419
2173	80	Verheiratet	Mann	1	sehr hoch	18669
2174	64	Konkubinat	Mann	3	mittel	6088
2175	41	Verheiratet	Mann	4	mittel	3742
2176	75	Verheiratet	Mann	5	sehr hoch	21679
2177	50	Verheiratet	Mann	6	mittel	3636
2178	47	Konkubinat	Mann	3	sehr hoch	19788
2179	32	Single	Mann	1	mittel	4622
2180	49	Verheiratet	Mann	5	hoch	11879
2181	46	Single	Frau	1	tief	1697
2182	76	Verheiratet	Mann	2	sehr hoch	15936
2183	81	Single	Mann	1	hoch	11895
2184	78	Single	Frau	1	tief	2389
2185	64	Verheiratet	Mann	2	sehr hoch	22740
2186	66	Konkubinat	Mann	2	mittel	3665
2187	59	Verheiratet	Mann	2	hoch	16494
2188	57	Verheiratet	Mann	2	hoch	7937
2189	35	Verheiratet	Mann	2	sehr hoch	6861
2190	51	Verheiratet	Mann	4	hoch	7793
2191	67	Single	Mann	1	sehr hoch	14152
2192	42	Verheiratet	Mann	2	hoch	15603
2193	65	Verheiratet	Mann	3	sehr hoch	19110
2194	43	Konkubinat	Frau	2	mittel	5010
2195	67	Konkubinat	Mann	2	mittel	4014
2196	56	Single	Mann	1	tief	2168
2197	56	Verheiratet	Mann	2	hoch	12686
2198	66	Single	Frau	1	mittel	5602
2199	60	Verheiratet	Mann	2	hoch	10763
2200	41	Verheiratet	Mann	2	hoch	14672
2201	52	Konkubinat	Mann	2	sehr hoch	26780
2202	63	Konkubinat	Mann	2	hoch	13592
2205	41	Verheiratet	Mann	8	tief	2998
2206	43	Konkubinat	Mann	2	sehr hoch	28346
2207	69	Konkubinat	Mann	2	hoch	10208
2208	66	Verheiratet	Mann	4	hoch	16744
2209	63	Verheiratet	Mann	2	sehr hoch	13863
2210	62	Verheiratet	Mann	5	mittel	4162
2211	71	Verheiratet	Mann	2	sehr hoch	24696
2212	49	Verheiratet	Mann	6	tief	2876
2213	48	Verheiratet	Mann	7	mittel	6138
2214	88	Konkubinat	Frau	3	sehr hoch	22297
2215	65	Verheiratet	Mann	3	hoch	6033
2216	58	Single	Frau	1	mittel	2068
2217	62	Konkubinat	Mann	3	hoch	8285
2218	68	Verheiratet	Mann	2	hoch	10886
2219	60	Verheiratet	Mann	2	hoch	12915
2220	46	Single	Mann	1	mittel	6114
2221	71	Konkubinat	Frau	2	hoch	8222
2222	43	Single	Frau	1	mittel	5821
2224	46	Konkubinat	Frau	8	hoch	16556
2225	53	Verheiratet	Mann	3	mittel	2898
2226	51	Konkubinat	Mann	3	mittel	3844
2227	80	Verheiratet	Mann	2	hoch	9407
2228	31	Konkubinat	Mann	2	mittel	3847
2229	36	Verheiratet	Frau	2	mittel	4356
2230	35	Verheiratet	Mann	6	tief	2104
2231	55	Konkubinat	Mann	2	hoch	9236
2232	74	Single	Frau	1	mittel	5899
2233	76	Verheiratet	Mann	2	hoch	14554
2234	33	Verheiratet	Mann	2	mittel	5147
2235	50	Single	Mann	1	hoch	13933
2237	56	Verheiratet	Mann	2	hoch	8563
2238	82	Single	Mann	1	sehr hoch	14249
2240	57	Verheiratet	Mann	4	mittel	4764
2241	55	Konkubinat	Mann	3	hoch	12890
2242	34	Konkubinat	Mann	4	mittel	3570
2243	50	Konkubinat	Frau	2	sehr hoch	18414
2245	87	Verheiratet	Mann	3	sehr hoch	16823
2246	53	Single	Frau	1	hoch	15618
2248	60	Konkubinat	Mann	2	mittel	4433
2249	58	Konkubinat	Mann	2	hoch	5884
2250	43	Single	Mann	1	tief	1293
2251	69	Single	Mann	1	tief	854
2252	62	Verheiratet	Mann	5	hoch	21855
2253	50	Konkubinat	Mann	2	mittel	5435
2254	58	Verheiratet	Mann	4	hoch	12090
2255	61	Single	Mann	1	mittel	6289
2256	56	Konkubinat	Mann	2	mittel	5509
2257	63	Verheiratet	Mann	3	hoch	7703
2258	65	Single	Frau	1	mittel	6867
2259	84	Verheiratet	Mann	2	hoch	14203
2260	69	Konkubinat	Mann	2	hoch	10249
2261	79	Konkubinat	Mann	2	mittel	6183
2262	66	Verheiratet	Mann	3	sehr hoch	27199
2263	63	Verheiratet	Mann	3	sehr hoch	20920
2264	47	Verheiratet	Mann	5	mittel	4471
2265	40	Verheiratet	Mann	4	tief	2240
2266	50	Single	Frau	1	sehr hoch	19484
2268	61	Verheiratet	Mann	2	sehr hoch	25807
2269	47	Verheiratet	Mann	3	hoch	12296
2270	55	Konkubinat	Mann	6	hoch	10792
2271	64	Konkubinat	Frau	3	hoch	16433
2272	56	Single	Mann	1	mittel	3516
2273	49	Verheiratet	Mann	3	sehr hoch	37127
2274	84	Single	Mann	1	sehr hoch	18742
2275	41	Verheiratet	Mann	7	tief	2774
2276	65	Single	Mann	1	tief	1072
2277	50	Verheiratet	Mann	4	mittel	4972
2278	48	Konkubinat	Mann	2	mittel	5799
2279	61	Verheiratet	Mann	4	mittel	5666
2280	62	Single	Frau	1	mittel	2552
2281	47	Verheiratet	Mann	6	tief	1568
2282	67	Single	Frau	1	sehr hoch	35100
2284	35	Single	Frau	1	tief	1519
2285	61	Verheiratet	Mann	2	hoch	8047
2286	42	Verheiratet	Frau	4	hoch	16531
2287	86	Verheiratet	Mann	2	hoch	12975
2289	48	Verheiratet	Mann	2	hoch	14273
2291	51	Single	Frau	1	mittel	3234
2292	52	Verheiratet	Mann	8	sehr hoch	16328
2293	63	Konkubinat	Mann	2	hoch	9080
2294	60	Verheiratet	Mann	3	sehr hoch	20433
2295	73	Konkubinat	Mann	2	mittel	4167
2297	75	Verheiratet	Mann	2	sehr hoch	20830
2298	65	Verheiratet	Mann	2	sehr hoch	16676
2299	87	Konkubinat	Mann	2	mittel	5111
2301	52	Verheiratet	Mann	4	hoch	10848
2302	49	Verheiratet	Mann	6	mittel	3951
2303	42	Konkubinat	Frau	2	tief	2869
2304	74	Verheiratet	Mann	3	mittel	7054
2305	50	Verheiratet	Mann	7	mittel	5195
2306	59	Verheiratet	Frau	3	hoch	13464
2309	86	Verheiratet	Mann	4	sehr hoch	21037
2310	86	Verheiratet	Mann	2	hoch	18551
2311	58	Single	Mann	1	hoch	7188
2314	56	Konkubinat	Mann	3	mittel	5419
2315	52	Verheiratet	Mann	5	mittel	3338
2317	67	Konkubinat	Mann	7	mittel	5247
2318	78	Single	Mann	1	sehr hoch	16619
2321	47	Verheiratet	Mann	4	mittel	8823
2324	53	Verheiratet	Mann	2	sehr hoch	21822
2325	61	Verheiratet	Mann	3	sehr hoch	26544
2326	69	Single	Mann	1	mittel	2913
2327	32	Verheiratet	Frau	3	tief	3029
2328	64	Single	Frau	1	hoch	11162
2329	44	Konkubinat	Mann	3	mittel	4767
2330	48	Konkubinat	Mann	3	hoch	8439
2331	68	Single	Mann	1	mittel	7461
2332	63	Konkubinat	Mann	2	tief	2062
2333	46	Single	Mann	1	tief	1880
2334	59	Konkubinat	Mann	4	tief	2190
2335	43	Konkubinat	Mann	3	hoch	7760
2336	67	Single	Frau	1	mittel	6076
2337	55	Konkubinat	Mann	3	sehr hoch	24988
2338	64	Verheiratet	Mann	2	hoch	10056
2339	77	Verheiratet	Mann	2	sehr hoch	22663
2340	41	Single	Frau	1	tief	1676
2342	68	Verheiratet	Mann	3	hoch	12283
2343	42	Single	Frau	1	hoch	15049
2344	42	Single	Frau	1	hoch	22370
2345	56	Verheiratet	Mann	4	mittel	3338
2346	51	Verheiratet	Mann	6	tief	2107
2348	87	Verheiratet	Mann	3	mittel	2971
2349	41	Single	Frau	1	mittel	5086
2352	38	Single	Mann	1	sehr hoch	19109
2353	30	Konkubinat	Mann	8	tief	3274
2354	84	Verheiratet	Mann	2	hoch	16492
2355	49	Single	Mann	1	mittel	5779
2356	66	Verheiratet	Mann	2	mittel	4102
2358	60	Verheiratet	Mann	2	hoch	13219
2360	60	Single	Frau	1	mittel	4588
2362	65	Verheiratet	Mann	2	sehr hoch	19851
2364	37	Single	Mann	1	mittel	6496
2366	59	Verheiratet	Mann	5	mittel	4445
2368	45	Single	Frau	1	mittel	3646
2369	77	Konkubinat	Mann	3	mittel	6131
2371	63	Verheiratet	Mann	4	sehr hoch	24368
2372	40	Single	Frau	1	tief	1650
2373	57	Verheiratet	Mann	5	mittel	7176
2374	64	Konkubinat	Mann	3	sehr hoch	30912
2376	82	Konkubinat	Frau	2	hoch	16859
2380	47	Single	Mann	1	hoch	16711
2381	83	Konkubinat	Mann	4	sehr hoch	23638
2382	37	Konkubinat	Mann	2	hoch	12015
2384	58	Verheiratet	Mann	7	mittel	2363
2387	54	Single	Frau	1	mittel	3959
2390	74	Konkubinat	Frau	4	mittel	9487
2391	55	Single	Mann	1	mittel	5511
2392	84	Verheiratet	Mann	2	hoch	15889
2393	55	Verheiratet	Mann	2	hoch	18177
2394	70	Verheiratet	Mann	3	hoch	18182
2395	86	Konkubinat	Mann	2	mittel	2904
2396	80	Verheiratet	Mann	2	hoch	17320
2397	64	Single	Frau	1	mittel	3686
2398	64	Verheiratet	Mann	2	sehr hoch	23669
2399	81	Single	Mann	1	mittel	6420
2401	73	Verheiratet	Mann	4	mittel	4628
2402	67	Konkubinat	Mann	3	hoch	7170
2403	67	Konkubinat	Mann	2	hoch	14766
2404	81	Verheiratet	Mann	2	hoch	17711
2405	65	Single	Mann	1	tief	1822
2406	39	Single	Frau	1	mittel	6948
2407	63	Konkubinat	Frau	2	hoch	16397
2408	52	Verheiratet	Frau	3	sehr hoch	28008
2410	81	Verheiratet	Mann	2	sehr hoch	20178
2411	57	Verheiratet	Mann	3	sehr hoch	12364
2412	83	Verheiratet	Frau	4	hoch	17513
2413	90	Verheiratet	Mann	2	mittel	4214
2414	79	Single	Mann	1	sehr hoch	8215
2415	77	Verheiratet	Mann	2	sehr hoch	19612
2417	58	Konkubinat	Mann	3	mittel	4831
2418	52	Verheiratet	Mann	4	sehr hoch	24166
2419	65	Verheiratet	Mann	3	sehr hoch	13843
2420	49	Single	Mann	1	mittel	4775
2421	52	Single	Mann	1	sehr hoch	12796
2422	67	Single	Frau	1	mittel	5324
2423	77	Verheiratet	Mann	2	sehr hoch	23261
2424	59	Verheiratet	Mann	3	sehr hoch	10429
2425	75	Konkubinat	Mann	2	mittel	5046
2426	63	Single	Mann	1	mittel	6717
2428	62	Verheiratet	Mann	4	hoch	7768
2430	49	Konkubinat	Mann	4	mittel	6282
2432	90	Single	Frau	1	mittel	6918
2433	62	Verheiratet	Mann	2	hoch	9483
2434	69	Verheiratet	Mann	3	sehr hoch	15810
2435	44	Single	Frau	1	hoch	16093
2436	62	Single	Frau	1	mittel	6500
2437	54	Konkubinat	Mann	4	hoch	16117
2438	39	Single	Frau	1	tief	1976
2442	75	Verheiratet	Mann	2	sehr hoch	19634
2443	54	Konkubinat	Frau	2	hoch	13330
2444	63	Verheiratet	Mann	3	sehr hoch	22804
2445	59	Single	Mann	1	sehr hoch	20330
2446	46	Verheiratet	Mann	3	mittel	5545
2447	66	Verheiratet	Mann	2	hoch	12893
2448	37	Verheiratet	Frau	2	mittel	6005
2449	78	Konkubinat	Mann	2	hoch	11592
2450	36	Verheiratet	Mann	3	mittel	3625
2451	47	Single	Frau	1	mittel	6627
2454	73	Konkubinat	Frau	2	hoch	8585
2456	44	Verheiratet	Mann	4	mittel	6052
2457	45	Single	Mann	1	mittel	6764
2458	56	Verheiratet	Mann	4	mittel	6194
2460	80	Verheiratet	Mann	3	sehr hoch	16929
2461	56	Single	Mann	1	hoch	15537
2462	57	Konkubinat	Mann	5	sehr hoch	19464
2463	43	Konkubinat	Frau	2	mittel	3991
2464	75	Single	Mann	1	sehr hoch	9071
2466	85	Konkubinat	Mann	2	hoch	10955
2467	39	Verheiratet	Mann	5	tief	1703
2468	48	Verheiratet	Mann	3	mittel	4974
2469	69	Verheiratet	Mann	3	hoch	11849
2470	53	Konkubinat	Frau	2	mittel	4922
2471	84	Konkubinat	Mann	4	hoch	14050
2472	60	Verheiratet	Mann	3	hoch	14352
2473	68	Verheiratet	Mann	2	mittel	3788
2475	56	Verheiratet	Mann	2	mittel	4236
2476	89	Konkubinat	Mann	2	hoch	14313
2477	43	Konkubinat	Frau	4	hoch	19848
2478	79	Konkubinat	Frau	3	mittel	6781
2479	53	Konkubinat	Frau	2	hoch	14309
2481	32	Verheiratet	Mann	3	mittel	9506
2482	65	Konkubinat	Mann	3	sehr hoch	17525
2483	89	Verheiratet	Mann	2	sehr hoch	11619
2484	37	Verheiratet	Mann	3	tief	1181
2485	54	Verheiratet	Mann	3	hoch	12280
2486	44	Konkubinat	Mann	5	tief	1703
2487	68	Verheiratet	Mann	2	hoch	3532
2488	78	Verheiratet	Mann	2	sehr hoch	20436
2489	66	Konkubinat	Frau	2	sehr hoch	28399
2491	63	Verheiratet	Mann	2	hoch	10969
2492	47	Konkubinat	Mann	2	tief	1291
2493	56	Konkubinat	Mann	2	hoch	9371
2495	64	Konkubinat	Frau	2	hoch	5509
2496	45	Single	Mann	1	mittel	4666
2497	49	Single	Frau	1	hoch	12521
2503	69	Konkubinat	Mann	2	sehr hoch	19696
2507	59	Single	Frau	1	mittel	6617
2509	90	Konkubinat	Mann	2	mittel	4687
2510	43	Verheiratet	Mann	2	hoch	8143
2514	52	Single	Frau	1	mittel	2811
2515	63	Single	Mann	1	hoch	17869
2516	52	Single	Frau	1	mittel	3968
2517	58	Konkubinat	Frau	2	sehr hoch	28441
2518	73	Konkubinat	Mann	3	tief	2286
2519	67	Single	Mann	1	hoch	11600
2522	87	Verheiratet	Mann	2	sehr hoch	22725
2524	63	Verheiratet	Mann	2	sehr hoch	22167
2525	48	Single	Frau	1	mittel	6415
2526	59	Single	Frau	1	sehr hoch	24721
2528	57	Verheiratet	Mann	2	hoch	12400
2529	69	Single	Frau	1	mittel	4515
2530	69	Konkubinat	Mann	2	mittel	4618
2531	41	Konkubinat	Frau	3	sehr hoch	13898
2533	88	Verheiratet	Mann	2	mittel	4304
2534	66	Verheiratet	Mann	2	mittel	5801
2536	54	Verheiratet	Frau	3	sehr hoch	25753
2537	57	Verheiratet	Frau	5	hoch	11582
2538	57	Verheiratet	Mann	3	sehr hoch	18748
2541	60	Verheiratet	Mann	4	sehr hoch	16135
2542	51	Konkubinat	Mann	3	mittel	7761
2544	50	Verheiratet	Frau	3	hoch	13795
2545	62	Verheiratet	Mann	2	mittel	7371
2548	46	Single	Mann	1	mittel	5016
2549	54	Single	Mann	1	sehr hoch	24410
2553	74	Konkubinat	Mann	2	mittel	6684
2554	62	Single	Frau	1	mittel	7628
2557	58	Single	Frau	1	sehr hoch	24854
2558	65	Konkubinat	Mann	2	hoch	10611
2559	64	Verheiratet	Mann	2	mittel	5215
2560	84	Verheiratet	Mann	2	hoch	17783
2562	67	Konkubinat	Frau	2	mittel	5024
2563	68	Verheiratet	Mann	2	sehr hoch	21061
2565	60	Konkubinat	Frau	5	hoch	15299
2566	63	Konkubinat	Mann	3	sehr hoch	18294
2567	55	Konkubinat	Frau	2	hoch	8339
2568	48	Single	Frau	1	mittel	6332
2570	86	Verheiratet	Mann	1	sehr hoch	26739
2571	59	Konkubinat	Mann	3	sehr hoch	28521
2572	64	Single	Mann	1	hoch	12536
2573	64	Single	Mann	1	sehr hoch	17954
2574	44	Single	Mann	1	hoch	8976
2575	48	Verheiratet	Frau	8	tief	3660
2576	51	Verheiratet	Mann	2	mittel	3373
2577	46	Verheiratet	Mann	4	hoch	15772
2578	73	Konkubinat	Mann	5	hoch	11730
2579	37	Verheiratet	Mann	3	hoch	11073
2580	64	Verheiratet	Mann	2	sehr hoch	14071
2581	64	Konkubinat	Frau	2	mittel	4484
2583	42	Verheiratet	Mann	5	mittel	3001
2584	65	Konkubinat	Frau	3	sehr hoch	32451
2586	51	Verheiratet	Mann	3	mittel	6868
2588	69	Verheiratet	Mann	2	tief	1523
2589	58	Verheiratet	Mann	2	hoch	15144
2590	56	Single	Mann	1	mittel	3549
2591	57	Konkubinat	Mann	3	hoch	7214
2592	67	Single	Frau	1	hoch	3846
2593	62	Single	Mann	1	hoch	19529
2594	57	Single	Mann	1	hoch	13537
2595	51	Konkubinat	Mann	5	mittel	5924
2596	63	Verheiratet	Mann	2	hoch	13779
2597	59	Verheiratet	Mann	2	sehr hoch	16879
2598	56	Konkubinat	Mann	2	sehr hoch	21141
2599	51	Verheiratet	Mann	8	mittel	5352
2600	55	Konkubinat	Mann	3	hoch	13709
2601	58	Single	Mann	1	hoch	17176
2602	58	Single	Mann	1	mittel	3904
2604	48	Verheiratet	Frau	2	hoch	12216
2605	51	Single	Frau	1	hoch	15951
2607	44	Single	Mann	1	mittel	4702
2608	61	Konkubinat	Frau	2	sehr hoch	23765
2609	85	Verheiratet	Mann	2	mittel	6085
2610	61	Verheiratet	Mann	2	hoch	9699
2611	88	Single	Mann	1	hoch	13766
2613	59	Verheiratet	Mann	6	hoch	17780
2614	67	Verheiratet	Mann	2	sehr hoch	16611
2616	44	Single	Frau	1	tief	2220
2617	72	Konkubinat	Mann	4	sehr hoch	20053
2621	58	Single	Mann	1	hoch	13865
2622	59	Verheiratet	Mann	2	hoch	10675
2623	50	Single	Mann	1	hoch	12178
2624	54	Verheiratet	Mann	4	mittel	5859
2625	81	Verheiratet	Mann	3	mittel	4372
2626	30	Verheiratet	Mann	3	hoch	10846
2627	39	Konkubinat	Mann	5	mittel	6249
2628	46	Verheiratet	Mann	4	sehr hoch	27965
2629	64	Single	Mann	1	mittel	3427
2630	43	Konkubinat	Frau	3	mittel	5938
2632	46	Single	Frau	1	sehr hoch	5851
2633	58	Konkubinat	Mann	5	sehr hoch	20164
2634	59	Verheiratet	Mann	4	mittel	5722
2635	45	Verheiratet	Mann	2	hoch	9510
2636	64	Single	Frau	1	mittel	2256
2637	60	Verheiratet	Mann	2	hoch	15795
2638	56	Single	Frau	1	mittel	6223
2639	72	Single	Frau	1	hoch	10178
2640	54	Single	Mann	1	hoch	13032
2641	55	Verheiratet	Mann	5	hoch	9007
2643	46	Konkubinat	Frau	2	hoch	11207
2644	82	Single	Mann	1	hoch	13645
2645	70	Konkubinat	Mann	2	mittel	4287
